year,hs6,description_pt,value,share_pct,rank,basis
2022,271019,Combustíveis refinados,108450158,11.222,1,mirror
2022,100630,Arroz,43552775,4.507,2,mirror
2022,270112,"Coal; bituminous, whether or not pulverised, but not agglomerated",33598475,3.477,3,mirror
2022,730661,"Iron or steel (excluding cast iron); tubes, pipes and hollow profiles (not seamless), welded, of square or rectangular cross-section, n.e.c. in chapter 73",25907249,2.681,4,mirror
2022,271012,Combustíveis refinados,19839332,2.053,5,mirror
2022,151190,Óleo de palma,18433758,1.907,6,mirror
2022,252329,"Cement; portland, other than white, whether or not artificially coloured",16128125,1.669,7,mirror
2022,842619,"Cranes; transporter, gantry and bridge cranes",15656050,1.62,8,mirror
2022,190230,"Food preparations; pasta (excluding stuffed), cooked or otherwise prepared",15278460,1.581,9,mirror
2022,721070,"Iron or non-alloy steel; flat-rolled, width 600mm or more, painted, varnished or coated with plastics",14522652,1.503,10,mirror
2023,271019,Combustíveis refinados,143796128,15.812,1,direct
2023,100640,Arroz,58157738,6.395,2,direct
2023,271012,Combustíveis refinados,43861223,4.823,3,direct
2023,252329,"Cement; portland, other than white, whether or not artificially coloured",21671082,2.383,4,direct
2023,871120,"Motorcycles (including mopeds) and cycles; fitted with an auxiliary motor, internal combustion piston engine, of cylinder capacity exceeding 50cc but not exceeding 250cc, with or without side-cars; side-cars",21552361,2.37,5,direct
2023,100630,Arroz,19972117,2.196,6,direct
2023,220300,Cerveja,16354997,1.798,7,direct
2023,020714,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, frozen",14897910,1.638,8,direct
2023,151190,Óleo de palma,14032283,1.543,9,direct
2023,721070,"Iron or non-alloy steel; flat-rolled, width 600mm or more, painted, varnished or coated with plastics",12886865,1.417,10,direct
2023,271019,Combustíveis refinados,105658904,10.589,1,mirror
2023,100630,Arroz,60440651,6.058,2,mirror
2023,271012,Combustíveis refinados,32683181,3.276,3,mirror
2023,880240,"Aeroplanes and other aircraft, except unmanned; of an unladen weight exceeding 15,000kg",26000000,2.606,4,mirror
2023,151190,Óleo de palma,17946607,1.799,5,mirror
2023,190230,"Food preparations; pasta (excluding stuffed), cooked or otherwise prepared",16679748,1.672,6,mirror
2023,730661,"Iron or steel (excluding cast iron); tubes, pipes and hollow profiles (not seamless), welded, of square or rectangular cross-section, n.e.c. in chapter 73",15688341,1.572,7,mirror
2023,721070,"Iron or non-alloy steel; flat-rolled, width 600mm or more, painted, varnished or coated with plastics",15248250,1.528,8,mirror
2023,020714,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, frozen",14930051,1.496,9,mirror
2023,252329,"Cement; portland, other than white, whether or not artificially coloured",14368873,1.44,10,mirror
2024,271019,Combustíveis refinados,81971206,7.936,1,mirror
2024,100630,Arroz,73298893,7.097,2,mirror
2024,871120,"Motorcycles (including mopeds) and cycles; fitted with an auxiliary motor, internal combustion piston engine, of cylinder capacity exceeding 50cc but not exceeding 250cc, with or without side-cars; side-cars",27900220,2.701,3,mirror
2024,271012,Combustíveis refinados,25151454,2.435,4,mirror
2024,870421,Veículos de mercadorias,20394143,1.975,5,mirror
2024,151190,Óleo de palma,18041800,1.747,6,mirror
2024,190230,"Food preparations; pasta (excluding stuffed), cooked or otherwise prepared",16429287,1.591,7,mirror
2024,252329,"Cement; portland, other than white, whether or not artificially coloured",16374569,1.585,8,mirror
2024,854470,Insulated electric conductors; optical fibre cables,13099476,1.268,9,mirror
2024,240220,Cigarros,11900582,1.152,10,mirror
