year,partner_code,partner,value,share_pct,rank,basis
2018,528,Países Baixos,2500573168,3.731,6,mirror
2018,380,Itália,2389421808,3.565,7,mirror
2018,156,China,2249055585,3.355,8,mirror
2018,24,Angola,2197417217,3.278,9,mirror
2018,504,Marrocos,1326231494,1.979,10,mirror
2019,724,Espanha,16582016941,24.726,1,direct
2019,251,França,8672151144,12.931,2,direct
2019,276,Alemanha,8040834496,11.99,3,direct
2019,826,Reino Unido,4062654330,6.058,4,direct
2019,842,EUA,3399184422,5.069,5,direct
2019,380,Itália,3003655574,4.479,6,direct
2019,528,Países Baixos,2620844821,3.908,7,direct
2019,56,Bélgica,1533896012,2.287,8,direct
2019,837,Bunkers,1409263413,2.101,9,direct
2019,24,Angola,1386917473,2.068,10,direct
2019,724,Espanha,12788657749,19.477,1,mirror
2019,276,Alemanha,8281783782,12.613,2,mirror
2019,251,França,7817264082,11.905,3,mirror
2019,826,Reino Unido,4063274727,6.188,4,mirror
2019,842,EUA,4042762778,6.157,5,mirror
2019,528,Países Baixos,2466512089,3.756,6,mirror
2019,380,Itália,2442477675,3.72,7,mirror
2019,156,China,2322314576,3.537,8,mirror
2019,24,Angola,1704788302,2.596,9,mirror
2019,504,Marrocos,1409891154,2.147,10,mirror
2020,724,Espanha,15575177106,25.367,1,direct
2020,251,França,8338150870,13.58,2,direct
2020,276,Alemanha,7285322090,11.865,3,direct
2020,826,Reino Unido,3497592842,5.696,4,direct
2020,842,EUA,3050141869,4.968,5,direct
2020,380,Itália,2693592407,4.387,6,direct
2020,528,Países Baixos,2289140362,3.728,7,direct
2020,56,Bélgica,1406130900,2.29,8,direct
2020,24,Angola,994076797,1.619,9,direct
2020,616,Polónia,838933765,1.366,10,direct
2020,724,Espanha,12276196357,20.115,1,mirror
2020,276,Alemanha,7365348902,12.069,2,mirror
2020,251,França,7314372795,11.985,3,mirror
2020,842,EUA,4046973102,6.631,4,mirror
2020,826,Reino Unido,3196209661,5.237,5,mirror
2020,156,China,2772488349,4.543,6,mirror
2020,380,Itália,2445624167,4.007,7,mirror
2020,528,Países Baixos,2224723039,3.645,8,mirror
2020,24,Angola,1280452619,2.098,9,mirror
2020,504,Marrocos,1175451135,1.926,10,mirror
2021,724,Espanha,20125645349,26.748,1,direct
2021,251,França,9867967448,13.115,2,direct
2021,276,Alemanha,8292671609,11.021,3,direct
2021,842,EUA,4195254292,5.576,4,direct
2021,826,Reino Unido,3910485603,5.197,5,direct
2021,380,Itália,3408376230,4.53,6,direct
2021,528,Países Baixos,2942082325,3.91,7,direct
2021,56,Bélgica,1887283763,2.508,8,direct
2021,24,Angola,1125527173,1.496,9,direct
2021,616,Polónia,1083355071,1.44,10,direct
2021,724,Espanha,16084645332,21.599,1,mirror
2021,251,França,8619153475,11.574,2,mirror
2021,276,Alemanha,8372943607,11.244,3,mirror
2021,842,EUA,5168182859,6.94,4,mirror
2021,826,Reino Unido,3628300229,4.872,5,mirror
2021,156,China,3451149913,4.634,6,mirror
2021,380,Itália,3090927114,4.151,7,mirror
2021,528,Países Baixos,2834596260,3.806,8,mirror
2021,504,Marrocos,1639162359,2.201,9,mirror
2021,24,Angola,1368167928,1.837,10,mirror
2022,724,Espanha,21772641491,26.227,1,direct
2022,251,França,10248706285,12.345,2,direct
2022,276,Alemanha,9002194464,10.844,3,direct
2022,842,EUA,5369640302,6.468,4,direct
2022,826,Reino Unido,4066800267,4.899,5,direct
2022,380,Itália,3707513459,4.466,6,direct
2022,528,Países Baixos,3318752015,3.998,7,direct
2022,837,Bunkers,2160113254,2.602,8,direct
2022,56,Bélgica,1997697841,2.406,9,direct
2022,24,Angola,1506771126,1.815,10,direct
2022,724,Espanha,17147654946,21.025,1,mirror
2022,276,Alemanha,8897293576,10.909,2,mirror
2022,251,França,8704821469,10.673,3,mirror
